name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-22,6.5,0.9,3.7,0.337,100,25,rain,0,0.1,Partly cloudy throughout the day with rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-23,8.8,3.6,6.8,18.363,100,100,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,E2149,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-24,7.9,0.9,4.3,7.513,100,62.5,"rain,snow",0,0,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-25,6.8,0.6,3.7,7.348,100,70.83,"rain,snow",0.4,0.1,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-26,0.5,-1.4,-0.6,8.103,100,83.33,"rain,snow",0.9,0.7,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-27,-0.5,-2,-0.9,4.249,100,70.83,"rain,snow",2.8,2.2,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246,02497,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-28,1.6,-2,-0.1,5.67,100,29.17,"rain,snow",1.4,4.2,Partly cloudy throughout the day with rain or snow.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-02-29,8.2,1.1,4,23.869,100,66.67,"rain,snow",0,1.3,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,E5682,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-01,4.7,0.4,2.4,6.768,100,62.5,"rain,snow",0,0.3,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-02,4.5,0.7,2.3,9.468,100,45.83,"rain,snow",0,0.2,Cloudy skies throughout the day with rain or snow.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-03,2.8,-0.5,0.9,4.541,100,8.33,"rain,snow",0,1,Partly cloudy throughout the day with early morning snow or rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-04,3.6,0.6,1.7,1.853,100,54.17,"rain,snow",0,1.2,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,E5682,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-05,4.3,0.8,2.8,11.969,100,95.83,"rain,snow",0,0.5,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-06,4.4,0.3,1.9,15.762,100,83.33,"rain,snow",0.2,0.2,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-07,4.6,0.7,2.3,10.174,100,33.33,"rain,snow",0.2,0.2,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,C6175,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-08,6.7,3,4.5,3.83,100,33.33,rain,0,0.1,Cloudy skies throughout the day with rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-09,4.9,2.3,3.3,3.882,100,54.17,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-10,10,1.6,6.4,25.29,100,91.67,"rain,snow",0,0.2,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,D5522,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-11,9.9,8.9,9.5,14.806,100,91.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-12,10.5,1.7,6,3.195,100,50,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,C6175,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-13,5.1,1.6,2.9,0.697,100,45.83,"rain,snow",0,0,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-14,6.2,-1.2,2.7,0.275,100,25,"rain,snow",0,0,Partly cloudy throughout the day with rain or snow.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-15,10.1,3.5,6.1,0.519,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,E2149,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-16,13.4,2.1,7.6,0,0,0,,0,0,Becoming cloudy in the afternoon.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,E2149",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-17,12.5,2.9,7.3,0,0,0,,0,0,Clearing in the afternoon.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-18,13.3,2.7,7.8,0.074,100,4.17,rain,0,0,Clearing in the afternoon with afternoon rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-19,12.4,3.4,8,0,0,0,,0,0,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-20,8,1.5,5.8,0.224,100,12.5,"rain,snow",0.1,0,Cloudy skies throughout the day with late afternoon rain or snow.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-21,5.7,-0.8,1.6,4.848,100,41.67,"rain,snow",0.5,0.1,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-22,6.8,-3,1.4,0,0,0,,0,0.2,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-23,6,-3.6,1,0,0,0,,0,0.3,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-24,7,-2,1.8,0,0,0,,0,0.4,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-25,7.5,-2.9,2.5,0,0,0,,0,0.4,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-26,7,-2.7,2.1,0,0,0,,0,0.3,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-27,10.7,-0.5,5,0,0,0,,0,0.1,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-28,12.5,2,7.2,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-29,1.1,-1.4,-0.7,0.337,100,50,"rain,snow",0.2,0.1,Cloudy skies throughout the day with rain or snow.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-30,3.7,-6.4,-1,4.064,100,8.33,"rain,snow",0.1,0.2,Becoming cloudy in the afternoon with rain or snow.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-03-31,5.4,-0.9,1.8,0.616,100,16.67,"rain,snow",0,0.2,Partly cloudy throughout the day with rain or snow.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,E2149,02497,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-01,7.8,-4.3,1.8,0,0,0,,0,0.2,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,E5682,03591,15000,E2149",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-02,6.2,-2.9,2.1,0,0,0,,0,0.1,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-03,6.2,0.4,3.9,0,0,0,,0,0.1,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,C0937,15000",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-04,11.9,-1.6,4.9,0,0,0,,0,0,Clearing in the afternoon.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,D8956",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-05,16.8,4.9,10.4,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-06,18.3,6.4,12.4,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246,02497,06380099999",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-07,18.5,6.3,12.2,0,0,0,,0,0,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,06380099999,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-08,20.8,7.1,14.4,3.578,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,02497,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-09,19.7,7.5,14.3,0,0,0,,0,0,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-10,18.2,7.4,12.8,0,0,0,,0,0,Clear conditions throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-11,19.9,6.3,13.3,0,0,0,,0,0,Partly cloudy throughout the day.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-12,19.6,5.8,12.9,0.01,100,4.17,rain,0,0,Becoming cloudy in the afternoon with late afternoon rain.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
"Rue de Spa, 4970 Stavelot, Belgique",2020-04-13,9.7,0.3,5.8,0.413,100,29.17,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"D9580,06494099999,06478099999,06496099999,04508,03591,15000,F0246",obs
