name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-20,30,7.1,19.1,8,100,4.17,rain,0,0,Becoming cloudy in the afternoon with afternoon rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-21,28.1,9,19.7,0,0,0,,0,0,Becoming cloudy in the afternoon.,"76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-22,30,11,20.4,0.9,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-23,33.1,7,21.2,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-24,30.1,10.1,20.3,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-25,28,12,21.6,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,MMCB,remote,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-26,32.1,8.1,20,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-27,29.1,6.1,19.4,0,0,0,,0,0,Partly cloudy throughout the day.,"76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-28,35.1,6.1,19.1,0,0,0,,0,0,Becoming cloudy in the afternoon.,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-04-29,27.1,10.1,19.3,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
