name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Interlagos, São Paulo, SP, Brasil",2010-02-16,31.8,23.7,27.7,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-17,30.2,20.2,24.6,1,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-18,26,20.1,22.3,82.6,100,16.67,rain,0,0,Cloudy skies throughout the day with a chance of rain throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-19,26,21,23.3,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-20,29.9,20.9,24.6,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-21,32,21.8,26.7,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-22,32.6,22,26.2,43.9,100,4.17,rain,0,0,Becoming cloudy in the afternoon with late afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-23,32.8,22.7,27.2,0,0,0,,0,0,Becoming cloudy in the afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-24,31,22.7,25.9,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-25,23.1,18,20.6,4.5,100,12.5,rain,0,0,Cloudy skies throughout the day with rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-26,22.2,18,19.5,0.3,100,4.17,rain,0,0,Cloudy skies throughout the day with early morning rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-27,25,18,20.7,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-02-28,21.3,19,19.9,4.6,100,8.33,rain,0,0,Cloudy skies throughout the day with rain in the morning and afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-01,19.7,16.9,18.3,26.1,100,8.33,rain,0,0,Cloudy skies throughout the day with rain in the morning and afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-02,21.1,16.1,18.7,0.5,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-03,21.9,16.8,19.5,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-04,23.2,19,21.2,0,0,0,,0,0,Cloudy skies throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-05,24.2,19,21.4,0,0,0,,0,0,Cloudy skies throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-06,21,17,19.1,29,100,8.33,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-07,27.2,17,20.9,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-08,28.1,17.9,22.2,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-09,30,19.4,24.8,0,0,0,,0,0,Becoming cloudy in the afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-10,31,20.3,26.3,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-11,31,21.5,26.6,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-12,32,22.6,26.2,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-13,32,22.5,27.2,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-14,31,20,24.8,19.1,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-15,27,20.1,23.1,2,100,4.17,rain,0,0,Partly cloudy throughout the day with early morning rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-16,26.2,20,22.5,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-17,23.2,18.9,20.6,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-18,27,17.9,21.7,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-19,29.8,20.9,23.4,0,0,0,,0,0,Partly cloudy throughout the day.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-20,30.9,19.4,24.6,7.1,100,4.17,rain,0,0,Becoming cloudy in the afternoon with late afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-21,28,20,23.2,4,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-22,30,19.9,24,0.8,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-23,29.2,20.1,24,0,0,0,,0,0,Becoming cloudy in the afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-24,30.3,21.7,24.6,0,0,0,,0,0,Becoming cloudy in the afternoon.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-25,29.9,20,22.8,1.5,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
"Interlagos, São Paulo, SP, Brasil",2010-03-26,29,21.2,23,9.1,100,8.33,rain,0,0,Partly cloudy throughout the day with rain.,"SBMT,83779099999,83075099999,SBSP,SBGR,83780099999",obs
