datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
2011-04-02,33,21.1,26.5,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-03,30.4,22,25.5,0,0,0,,0,0,Becoming cloudy in the afternoon.,"OTBD,41170599999,41170099999",obs
2011-04-04,31.2,23.7,26,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-05,34.1,24,27.1,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-06,35.4,24.8,29.5,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-07,28.7,22.8,25.9,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-08,32.8,22.8,26.9,0,0,0,,0,0,Clearing in the afternoon.,"OTBD,41170599999,41170099999",obs
2011-04-09,36.2,23.9,28.7,0,0,0,,0,0,Becoming cloudy in the afternoon.,"OTBD,41170599999,41170099999",obs
2011-04-10,33.9,23,27.5,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-11,32.7,25.9,28.3,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-12,31.7,24.2,27.1,2.5,100,33.33,rain,0,0,Partly cloudy throughout the day with rain.,"OTBD,41170599999,41170099999",obs
2011-04-13,30.4,24.2,26.5,0.4,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"OTBD,41170599999,41170099999",obs
2011-04-14,28.2,22.8,25,0.1,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"OTBD,41170599999,41170099999",obs
2011-04-15,23.8,20.5,22.1,0.4,100,16.67,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"OTBD,41170599999,41170099999",obs
2011-04-16,30,19.5,24.6,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-17,28.8,21.8,25.1,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-18,35.1,20.7,27.9,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-19,37,23.5,28.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-20,33.9,21.2,28,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-21,34.2,23.1,28.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-22,33.1,23.8,28.3,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-23,36.3,24.8,29.8,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-24,35.4,25.4,31,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-25,36.4,24.4,30.4,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-26,32.9,24.5,28.6,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-27,35.5,25,30.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-28,35.1,25.5,30.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-29,37.1,25.3,29.8,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-04-30,38,24.1,29.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-01,33.9,27,30.3,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-02,34.6,27.9,30.6,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-03,34.8,25.3,29.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-04,34.2,24.7,29.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-05,35.3,28.1,31.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-06,39.1,26.9,32.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-07,40,28.8,33.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-08,39.5,27.3,33.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-09,44,28.5,34.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-10,41.2,28.7,34.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-11,42.5,30,35.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-12,46.1,31.3,36.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-13,43.4,30.5,35.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-14,42.4,28.7,34.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-15,42.8,29.9,34.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-16,40.3,29.5,34.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-17,39.3,30.7,34.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-18,41.8,30.7,34.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-19,42.4,32.9,37.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-20,46.1,34,39.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-21,43.7,34.1,37.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-22,43.1,32.2,37.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-23,44,33.6,37.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-24,42.3,30.1,37.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-25,39.4,31.9,35.8,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-26,39.2,31.3,35.5,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-27,41,32,36.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-28,41.1,29.2,34.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-29,39.1,25.5,31.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-30,38.5,28.1,32.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-05-31,42.2,29.5,35.3,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-01,44,30.7,36.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-02,42.2,30.8,35.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-03,38.8,30.3,34.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-04,38.5,30.7,34.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-05,42.8,32.1,37.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-06,44.4,33.5,38.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-07,45.8,29.7,37.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-08,47,31.6,38.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-09,46.7,34.1,40.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-10,43.6,35.1,39.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-11,43,31.1,37.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-12,43,34.3,38.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-13,41.8,33.5,37.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-14,41,31.5,35.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-15,38.8,30.7,34.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-16,40,30.7,34.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-17,42.1,30,36,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-18,43.3,33,37.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-19,44.8,34.4,38.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-20,44.8,34.1,38.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-21,41.1,32.3,36,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-22,42.8,33.3,37.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-23,44.1,31.9,36.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-24,42.2,30.1,35.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-25,40.5,28.1,34.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-26,40.7,29.5,34.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-27,42.4,31.5,37.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-28,44.2,33,38.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-29,44.7,33,39,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-06-30,43,35.2,38.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-01,39.2,33.8,37.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-02,39.8,32.3,35.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-03,40.2,31.5,35.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-04,42.1,32.4,37.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-05,43,32.3,37.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-06,40.2,31.6,35.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-07,38.5,28.5,33.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-08,39.7,30.5,35.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-09,44.2,32,36.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-10,38.5,31.2,34.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-11,40.2,33.8,36.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-12,40.5,33.8,36.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-13,41.2,33.2,37,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-14,43.8,32.5,38.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-15,43.2,31.7,36.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-16,43.5,32.3,37.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-17,43.3,31.7,37.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-18,41.5,32.1,36,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-19,42.1,30.5,36.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-20,41.7,32.1,37,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-21,47,33.3,38.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-22,45,34,38.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-23,44.6,34.3,39.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-24,43.8,33,37.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-25,38.5,32.7,35.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-26,45.3,32.8,38.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-27,44.7,32.5,37.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-28,38.7,33,35.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-29,39.8,32.8,36.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-30,41.7,32.8,36.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-07-31,43.2,31.5,37.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-01,42.4,31.8,37,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-02,44.4,32.5,37.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-03,44.5,30.1,36.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-04,43.9,31.8,37.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-05,45.7,33.3,38.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-06,42.4,33.8,37.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-07,41.1,32.3,36.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-08,45,33.5,38.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-09,44.8,34.8,38.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-10,41.3,32.5,36.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-11,40.5,33.3,36.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-12,43.4,31.3,36.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-13,44.8,32.3,37.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-14,42.5,31.3,36.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-15,42.2,32.1,37,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-16,44,34.1,38.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-17,44.8,34.5,39.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-18,43.2,33.5,37.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-19,40.4,32.1,35.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-20,37.5,30.6,34,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-21,37.5,31.7,34.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-22,38.3,31.7,35,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-23,38.4,32.7,35,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-24,39.1,32.7,35.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-25,37.9,31.9,35,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-26,39.3,32.8,35.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-27,41.5,32.5,36.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-28,41.7,32.3,36,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-29,39.5,29.3,34.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-30,38.5,32.1,34.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-08-31,39.5,32.1,35.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-01,38.5,32,34.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-02,40.4,31.7,35.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-03,40.9,32,36.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-04,39.7,30.9,35.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-05,43.2,31.3,36.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-06,44.2,31.6,37.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-07,43.2,31.6,37.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-08,43.2,33.7,38.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-09,43,33,37.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-10,39.5,32.3,35.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-11,40.8,31.1,35.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-12,41,31.9,36.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-13,40.8,30.8,35,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-14,36.6,29.5,33.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-15,39.2,29.5,33.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-16,40.2,30.3,34.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-17,41.8,31,35.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-18,41,29.1,34.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-19,37.4,27.1,31.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-20,35.2,27.9,31.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-21,37.2,29.5,32.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-22,39.2,29.4,33.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-23,38.9,29,33.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-24,38,28.4,33.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-25,40,28.3,32.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-26,39.4,28.5,33.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-27,41.2,28.3,34.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-28,37.8,30.1,33.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-29,36.7,29.6,32.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-09-30,37.5,29.3,32.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-01,38.5,29,33.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-02,39.2,30.1,34.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-03,39.4,30.2,34.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-04,39,30.3,33.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-05,36,28.5,31.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-06,34.4,26.9,30.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-07,33.6,25.2,29.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-08,32.6,25.2,29.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-09,33.4,25.3,29.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-10,35.8,25.5,30.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-11,34.1,27.5,30.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-12,34.2,28.8,31.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-13,33.4,29.1,31,0,0,0,,0,0,Partly cloudy throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-14,34.4,28.3,30.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-15,36.2,27.2,31,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-16,37,26.5,31,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-17,38,26.2,31.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-18,37.3,26.9,31.1,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-19,38.8,26.8,31.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-20,38.8,24.9,31.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-21,33.9,25.7,29.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-22,30.8,23.4,26.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-23,31.2,23,27.2,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-24,32.1,24.9,28.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-25,33,25.1,28.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-26,33,24.5,28.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-27,33.4,26.4,29.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-28,34.2,25.3,29.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-29,33,24.9,28.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-30,32.2,24.3,28.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-10-31,31.3,24.3,27.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-01,31.3,23.9,27.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-02,31.4,24.3,27.8,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-03,30,24.1,26.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-04,29.5,22.3,26,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-05,33.2,23.1,27.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-06,33.2,24.2,28.4,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-07,27.1,21.5,24.1,2.4,100,20.83,rain,0,0,Partly cloudy throughout the day with rain in the morning and afternoon.,"OTBD,41170599999,41170099999",obs
2011-11-08,24.8,19.3,21.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-09,25.8,18.5,21.6,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-10,24.7,18,20.9,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-11,25.8,16.1,21.3,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-12,26.8,16.9,21.7,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
2011-11-13,28.1,17,22.5,0,0,0,,0,0,Clear conditions throughout the day.,"OTBD,41170599999,41170099999",obs
